tier,category,year,title,authors,publication_status,journal_reference,doi,arxiv_id,arxiv_version,primary_arxiv_category,citation_count,citation_count_without_self_citations,citation_source,citation_as_of,inspire_recid,workhouse_connection,landing_url,pdf_url,local_file,downloaded,pages,sha256,published,updated,abstract
core,spectral_methods,2009,On the generalized eigenvalue method for energies and matrix elements in lattice field theory,Benoit Blossier; Michele Della Morte; Georg von Hippel; Tereza Mendes; Rainer Sommer,journal/proceedings record,"JHEP 0904:094,2009",10.1088/1126-6708/2009/04/094,0902.1265,0902.1265v2,hep-lat,596,548,INSPIRE,2026-08-21,812818,generalized eigenvalue method with error control,https://arxiv.org/abs/0902.1265v2,https://arxiv.org/pdf/0902.1265v2,papers/core_cited_and_canonical/03_spectral_extraction_and_operator_overlap/2009_Blossier_0902.1265.pdf,True,29,dd9edf1b7c72783c042e6a34dca51e9022175dd11514cf3152047a489185474b,2009-02-07,2009-02-24,"We discuss the generalized eigenvalue problem for computing energies and matrix elements in lattice gauge theory, including effective theories such as HQET. It is analyzed how the extracted effective energies and matrix elements converge when the time separations are made large. This suggests a particularly efficient application of the method for which we can prove that corrections vanish asymptotically as $\exp(-(E_{N+1}-E_n) t)$. The gap $E_{N+1}-E_n$ can be made large by increasing the number $N$ of interpolating fields in the correlation matrix. We also show how excited state matrix elements can be extracted such that contaminations from all other states disappear exponentially in time. As a demonstration we present numerical results for the extraction of ground state and excited B-meson masses and decay constants in static approximation and to order $1/m_b$ in HQET."
core,flat_bands,2008,Band touching from real space topology in frustrated hopping models,Doron L. Bergman; Congjun Wu; Leon Balents,journal/proceedings record,"Phys. Rev. B 78, 125104 (2008)",10.1103/PhysRevB.78.125104,0803.3628,0803.3628v2,cond-mat.str-el,392,,OpenAlex,2026-08-21,,real-space topology and singular band touching,https://arxiv.org/abs/0803.3628v2,https://arxiv.org/pdf/0803.3628v2,papers/core_cited_and_canonical/09_flat_bands_and_homological_topology/2008_Bergman_0803.3628.pdf,True,11,627543515e36214f7853b24e46e3868a78c9b04bcaacfca2b90701c5825ecf20,2008-03-25,2008-04-04,"We study ``frustrated'' hopping models, in which at least one energy band, at the maximum or minimum of the spectrum, is dispersionless. The states of the flat band(s) can be represented in a basis which is fully localized, having support on a vanishing fraction of the system in the thermodynamic limit. In the majority of examples, a dispersive band touches the flat band(s) at a number of discrete points in momentum space. We demonstrate that this band touching is related to states which exhibit non-trivial topology in real space. Specifically, these states have support on one-dimensional loops which wind around the entire system (with periodic boundary conditions). A counting argument is given that determines, in each case, whether there is band touching or not, in precise correspondence to the result of straightforward diagonalization. When they are present, the topological structure protects the band touchings in the sense that they can only be removed by perturbations which {\sl also} split the degeneracy of the flat band."
core,strong_coupling,2008,Strong coupling expansion for finite temperature Yang-Mills theory in the confined phase,Jens Langelage; Gernot Münster; Owe Philipsen,journal/proceedings record,"JHEP 0807:036,2008",10.1088/1126-6708/2008/07/036,0805.1163,0805.1163v2,hep-lat,34,17,INSPIRE,2026-08-21,785310,strong-coupling thermodynamics and equation of state,https://arxiv.org/abs/0805.1163v2,https://arxiv.org/pdf/0805.1163v2,papers/core_cited_and_canonical/08_strong_coupling_and_linked_cluster/2008_Langelage_0805.1163.pdf,True,21,679de902e758b7183e2281d673777bad4f0338fb77d5ce79b374ae604ee13a49,2008-05-08,2008-08-04,"We perform euclidean strong coupling expansions for Yang Mills theory on the lattice at finite temperature. After setting up the formalism for general SU(N), we compute the first few terms of the series for the free energy density and the lowest screening mass in the case of SU(2). To next-to-leading order the free energy series agrees with that of an ideal gas of glueballs. This demonstrates that in the confined phase the quasi-particles indeed correspond to the T=0 hadron excitations, as commonly assumed in hadron resonance gas models. Our result also fixes the lower integration constant for Monte Carlo calculations of the thermodynamic pressure via the integral method. In accord with Monte Carlo results, we find screening masses to be nearly temperature independent in the confined phase. This and the exponential smallness of the pressure can be understood as genuine strong coupling effects. Finally, we analyse Pade approximants to estimate the critical couplings of the phase transition, which for our short series are only ~25% accurate. However, up to these couplings the equation of state agrees quantitatively with numerical results on N_t=1-4 lattices."
core,effective_hamiltonian,2007,On the Smooth Feshbach-Schur Map,M. Griesemer; D. Hasler,preprint or unlinked proceedings,,,0704.3244,0704.3244v1,math-ph,45,,OpenAlex,2026-08-21,,smooth Feshbach-Schur map,https://arxiv.org/abs/0704.3244v1,https://arxiv.org/pdf/0704.3244v1,papers/core_cited_and_canonical/06_effective_hamiltonians/2007_Griesemer_0704.3244.pdf,True,8,8b963609af638533d81e2829bc4a3c740cf97b0b987107eed25506cc85c17b14,2007-04-24,2007-04-24,"A new variant of the Feshbach map, called smooth Feshbach map, has been introduced recently by Bach et al., in connection with the renormalization analysis of non-relativistic quantum electrodynamics. We analyze and clarify its algebraic and analytic properties, and we generalize it to non-selfadjoint partition operators $χ$ and $\chib$."
core,strong_coupling,2007,Strong coupling expansion for Yang-Mills theory at finite temperature,J. Langelage; G. Münster; O. Philipsen,journal/proceedings record,"PoS LAT2007:201,2007",10.22323/1.042.0201,0710.0512,0710.0512v2,hep-lat,3,2,INSPIRE,2026-08-21,762748,finite-temperature strong-coupling expansion,https://arxiv.org/abs/0710.0512v2,https://arxiv.org/pdf/0710.0512v2,papers/core_cited_and_canonical/08_strong_coupling_and_linked_cluster/2007_Langelage_0710.0512.pdf,True,7,7d2d5c1a246f31a91fd07161262ed3ed8a457223144bf22e59bed0f70db05583,2007-10-02,2007-10-04,"Euclidean strong coupling expansion of the partition function is applied to lattice Yang-Mills theory at finite temperature, i.e. for lattices with a compactified temporal direction. The expansions have a finite radius of convergence and thus are valid only for $β<β_c$, where $β_c$ denotes the nearest singularity of the free energy on the real axis. The accessible temperature range is thus the confined regime up to the deconfinement transition. We have calculated the first few orders of these expansions of the free energy density as well as the screening masses for the gauge groups SU(2) and SU(3). The resulting free energy series can be summed up and corresponds to a glueball gas of the lowest mass glueballs up to the calculated order. Our result can be used to fix the lower integration constant for Monte Carlo calculations of the thermodynamic pressure via the integral method, and shows from first principles that in the confined phase this constant is indeed exponentially small. Similarly, our results also explain the weak temperature dependence of glueball screening masses below $T_c$, as observed in Monte Carlo simulations. Possibilities and difficulties in extracting $β_c$ from the series are discussed."
core,spectrum,2005,Glueball Spectrum and Matrix Elements on Anisotropic Lattices,Y. Chen; A. Alexandru; S. J. Dong; T. Draper; I. Horvath; F. X. Lee; K. F. Liu; N. Mathur; C. Morningstar; M. Peardon; S. Tamhankar; B. L. Young; J. B. Zhang,journal/proceedings record,"Phys.Rev.D73:014516,2006",10.1103/PhysRevD.73.014516,hep-lat/0510074,hep-lat/0510074v1,hep-lat,762,709,INSPIRE,2026-08-21,695057,anisotropic-lattice spectrum and matrix elements,https://arxiv.org/abs/hep-lat/0510074v1,https://arxiv.org/pdf/hep-lat/0510074v1,papers/core_cited_and_canonical/01_glueball_spectrum/2005_Chen_hep-lat-0510074.pdf,True,22,66973cf81063071cf5c58d93cff86d4778b7d8f11e83eb1f3b89a21be3047f22,2005-10-13,2005-10-13,"The glueball-to-vacuum matrix elements of local gluonic operators in scalar, tensor, and pseudoscalar channels are investigated numerically on several anisotropic lattices with the spatial lattice spacing ranging from 0.1fm - 0.2fm. These matrix elements are needed to predict the glueball branching ratios in $J/ψ$ radiative decays which will help identify the glueball states in experiments. Two types of improved local gluonic operators are constructed for a self-consistent check and the finite volume effects are studied. We find that lattice spacing dependence of our results is very weak and the continuum limits are reliably extrapolated, as a result of improvement of the lattice gauge action and local operators. We also give updated glueball masses with various quantum numbers."
core,spectrum,2005,Monte Carlo study of glueball masses in the Hamiltonian limit of SU(3) lattice gauge theory,Mushtaq Loan; Xiang-Qian Luo; Zhi-Huan Luo,journal/proceedings record,"Int.J.Mod.Phys.A21:2905-2936,2006",10.1142/S0217751X06029454,hep-lat/0503038,hep-lat/0503038v2,hep-lat,62,62,INSPIRE,2026-08-21,679168,Hamiltonian-limit SU(3) glueball masses,https://arxiv.org/abs/hep-lat/0503038v2,https://arxiv.org/pdf/hep-lat/0503038v2,papers/core_cited_and_canonical/01_glueball_spectrum/2005_Loan_hep-lat-0503038.pdf,True,14,87e1bfce31f788be191ec97daf752f503ddb3949382e74a7b88b5885c2a82d45,2005-03-27,2005-04-04,"Using Standard Euclidean Monte Carlo techniques, we discuss in detail the extraction of the glueball masses of 4-dimensional SU(3) lattice gauge theory in the Hamiltonian limit, where the temporal lattice spacing is zero. By taking into account the renormalization of both the anisotropy and the Euclidean coupling, we calculate the string tension and masses of the scalar, axial vector and tensor states using standard Wilson action on increasingly anisotropic lattices, and make an extrapolation to the Hamiltonian limit. The results are compared with estimates from various other Hamiltonian and Euclidean studies. We find that more accurate determination of the glueball masses and the mass ratios has been achieved and the results are a significant improvement upon previous Hamiltonian estimates. The continuum predictions are then found by extrapolation of results obtained from smallest values of spatial lattice spacing. For the lightest scalar, tensor and axial vector states we obtain masses of $m_{0^{++}}=1654 \pm 83$ MeV, $m_{2^{++}}=2272\pm 115$ MeV and $m_{1^{+-}}=2940\pm 165$ MeV, respectively. These are consistent with the estimates obtained in the previous studies in the Euclidean limit. The consistency is a clear evidence of universality between Euclidean and Hamiltonian formulations. From the accuracy of our estimates, we conclude that the standard Euclidean Monte Carlo method is a reliable technique for obtaining results in the Hamiltonian version of the theory, just as in Euclidean case."
core,spectrum,2004,Glueballs and k-strings in SU(N) gauge theories : calculations with improved operators,Biagio Lucini; Michael Teper; Urs Wenger,journal/proceedings record,"JHEP0406:012,2004",10.1088/1126-6708/2004/06/012,hep-lat/0404008,hep-lat/0404008v1,hep-lat,278,206,INSPIRE,2026-08-21,647779,improved glueball and k-string operators with large-N scaling,https://arxiv.org/abs/hep-lat/0404008v1,https://arxiv.org/pdf/hep-lat/0404008v1,papers/core_cited_and_canonical/01_glueball_spectrum/2004_Lucini_hep-lat-0404008.pdf,True,49,0478c29654169028c2c48ca878cf8602440d852b320e00b45673e850ed53e915,2004-04-07,2004-04-07,"We test a variety of blocking and smearing algorithms for constructing glueball and string wave-functionals, and find some with much improved overlaps onto the lightest states. We use these algorithms to obtain improved results on the tensions of k-strings in SU(4), SU(6), and SU(8) gauge theories. We emphasise the major systematic errors that still need to be controlled in calculations of heavier k-strings, and perform calculations in SU(4) on an anisotropic lattice in a bid to minimise one of these. All these results point to the k-string tensions lying part-way between the `MQCD' and `Casimir Scaling' conjectures, with the power in 1/N of the leading correction lying in [1,2]. We also obtain some evidence for the presence of quasi-stable strings in calculations that do not use sources, and observe some near-degeneracies between (excited) strings in different representations. We also calculate the lightest glueball masses for N=2, ...,8, and extrapolate to N=infinity, obtaining results compatible with earlier work. We show that the N=infinity factorisation of the Euclidean correlators that are used in such mass calculations does not make the masses any less calculable at large N."
core,weingarten,2004,"Integration with respect to the Haar measure on unitary, orthogonal and symplectic group",Benoit Collins; Piotr Sniady,journal/proceedings record,"Commun. Math. Phys. 264 (2006), no. 3, 773--795",10.1007/s00220-006-1554-3,math-ph/0402073,math-ph/0402073v1,math-ph,673,,OpenAlex,2026-08-21,,foundational Haar-unitary integration formula,https://arxiv.org/abs/math-ph/0402073v1,https://arxiv.org/pdf/math-ph/0402073v1,papers/core_cited_and_canonical/05_haar_and_weingarten/2004_Collins_math-ph-0402073.pdf,True,26,d8984bb165ef0f18187101ab8ee15ca82bd5cfdd0122b2a12b17da8ee5ad38c4,2004-02-26,2004-02-26,"We revisit the work of the first named author and using simpler algebraic arguments we calculate integrals of polynomial functions with respect to the Haar measure on the unitary group U(d). The previous result provided exact formulas only for 2d bigger than the degree of the integrated polynomial and we show that these formulas remain valid for all values of d. Also, we consider the integrals of polynomial functions on the orthogonal group O(d) and the symplectic group Sp(d). We obtain an exact character expansion and the asymptotic behavior for large d. Thus we can show the asymptotic freeness of Haar-distributed orthogonal and symplectic random matrices, as well as the convergence of integrals of the Itzykson-Zuber type."
core,flux_strings,2004,String excitation energies in SU(N) gauge theories beyond the free-string approximation,Martin Lüscher; Peter Weisz,journal/proceedings record,"JHEP 0407:014,2004",10.1088/1126-6708/2004/07/014,hep-th/0406205,hep-th/0406205v1,hep-th,233,233,INSPIRE,2026-08-21,652999,universal effective-string corrections,https://arxiv.org/abs/hep-th/0406205v1,https://arxiv.org/pdf/hep-th/0406205v1,papers/core_cited_and_canonical/02_flux_tubes_and_effective_strings/2004_Luscher_hep-th-0406205.pdf,True,27,8c2fd8d0d30d9b43acb9c0a4e5b96c064407327189b961db9911538e41e26d6b,2004-06-23,2004-06-23,"In the presence of a static quark--antiquark pair, the spectrum of the low-lying states in SU($N$) gauge theories is discrete and likely to be described, at large quark separations $r$, by an effective string theory. The expansion of the excitation energies in powers of $1/r$, which derives from the latter, involves an increasing number of unknown couplings that characterize the string self-interactions. Using open--closed string duality, we show that the possible values of the couplings are constrained by a set of algebraic relations. In particular, the corrections of order $1/r^2$ must vanish, while the $1/r^3$ terms (which we work out for the few lowest levels) depend on a single adjustable coupling only."
core,spectral_methods,2003,Analytic Smearing of SU(3) Link Variables in Lattice QCD,Colin Morningstar; Mike Peardon,journal/proceedings record,Phys.Rev. D69 (2004) 054501,10.1103/PhysRevD.69.054501,hep-lat/0311018,hep-lat/0311018v1,hep-lat,892,815,INSPIRE,2026-08-21,632947,analytic stout-link smearing,https://arxiv.org/abs/hep-lat/0311018v1,https://arxiv.org/pdf/hep-lat/0311018v1,papers/core_cited_and_canonical/03_spectral_extraction_and_operator_overlap/2003_Morningstar_hep-lat-0311018.pdf,True,8,650d53c2fafb947ca9360075544f187b05fb0173a4d28d7c85a734813c4a0634,2003-11-11,2003-11-11,"An analytic method of smearing link variables in lattice QCD is proposed and tested. The differentiability of the smearing scheme with respect to the link variables permits the use of modern Monte Carlo updating methods based on molecular dynamics evolution for gauge-field actions constructed using such smeared links. In examining the smeared mean plaquette and the static quark-antiquark potential, no degradation in effectiveness is observed as compared to link smearing methods currently in use, although an increased sensitivity to the smearing parameter is found."
core,spectral_methods,2002,Locality and Statistical Error Reduction on Correlation Functions,Harvey B. Meyer,journal/proceedings record,"JHEP 0301:048,2003",10.1088/1126-6708/2003/01/048,hep-lat/0209145,hep-lat/0209145v2,hep-lat,71,55,INSPIRE,2026-08-21,595842,local multilevel error reduction for glueball correlation functions,https://arxiv.org/abs/hep-lat/0209145v2,https://arxiv.org/pdf/hep-lat/0209145v2,papers/core_cited_and_canonical/03_spectral_extraction_and_operator_overlap/2002_Meyer_hep-lat-0209145.pdf,True,12,e837eb5521bf51859a085312ae59d5defac05a7b2c4c0af5b6953ec8855f172a,2002-09-20,2003-02-26,"We propose a multilevel Monte-Carlo scheme, applicable to local actions, which is expected to reduce statistical errors on correlation functions. We give general arguments to show how the efficiency and parameters of the algorithm are determined by the low-energy spectrum. As an application, we measure the euclidean-time correlation of pairs of Wilson loops in SU(3) pure gauge theory with constant relative errors. In this case the ratio of the new method's efficiency to the standard one increases as exp{m_0t/2}, where m_0 is the mass gap and t the time separation."
core,spectral_methods,2001,Locality and exponential error reduction in numerical lattice gauge theory,Martin Lüscher; Peter Weisz,journal/proceedings record,"JHEP 0109:010,2001",10.1088/1126-6708/2001/09/010,hep-lat/0108014,hep-lat/0108014v1,hep-lat,308,306,INSPIRE,2026-08-21,561439,multilevel exponential error reduction,https://arxiv.org/abs/hep-lat/0108014v1,https://arxiv.org/pdf/hep-lat/0108014v1,papers/core_cited_and_canonical/03_spectral_extraction_and_operator_overlap/2001_Luscher_hep-lat-0108014.pdf,True,18,28b7b87846dac172b3620436bc6243cbdcecb50b5a8d5256017db7138eca397f,2001-08-13,2001-08-13,"In non-abelian gauge theories without matter fields, expectation values of large Wilson loops and loop correlation functions are difficult to compute through numerical simulation, because the signal-to-noise ratio is very rapidly decaying for increasing loop sizes. Using a multilevel scheme that exploits the locality of the theory, we show that the statistical errors in such calculations can be exponentially reduced. We explicitly demonstrate this in the SU(3) theory, for the case of the Polyakov loop correlation function, where the efficiency of the simulation is improved by many orders of magnitude when the area bounded by the loops exceeds 1 fm^2."
core,spectrum,1999,The glueball spectrum from an anisotropic lattice study,Colin J. Morningstar; Mike Peardon,journal/proceedings record,"Phys.Rev.D60:034509,1999",10.1103/PhysRevD.60.034509,hep-lat/9901004,hep-lat/9901004v2,hep-lat,1233,1189,INSPIRE,2026-08-21,493790,benchmark glueball spectrum and operator construction,https://arxiv.org/abs/hep-lat/9901004v2,https://arxiv.org/pdf/hep-lat/9901004v2,papers/core_cited_and_canonical/01_glueball_spectrum/1999_Morningstar_hep-lat-9901004.pdf,True,14,96e322b86a350f07f9b63ca7194d4282135080804ae4a4ff2715eaa74408223f,1999-01-07,1999-05-24,"The spectrum of glueballs below 4 GeV in the SU(3) pure-gauge theory is investigated using Monte Carlo simulations of gluons on several anisotropic lattices with spatial grid separations ranging from 0.1 to 0.4 fm. Systematic errors from discretization and finite volume are studied, and the continuum spin quantum numbers are identified. Care is taken to distinguish single glueball states from two-glueball and torelon-pair states. Our determination of the spectrum significantly improves upon previous Wilson action calculations."
core,hamiltonian_quantum,1996,The Coupled Cluster Method in Hamiltonian Lattice Field Theory,D. Schütte; Zheng Weihong; C. J. Hamer,journal/proceedings record,Phys.Rev. D55 (1997) 2974-2986,10.1103/PhysRevD.55.2974,hep-lat/9603026,hep-lat/9603026v1,hep-lat,30,28,INSPIRE,2026-08-21,417249,coupled-cluster Hamiltonian lattice gauge theory,https://arxiv.org/abs/hep-lat/9603026v1,https://arxiv.org/pdf/hep-lat/9603026v1,papers/core_cited_and_canonical/07_hamiltonian_and_gauge_invariant_formulations/1996_Schutte_hep-lat-9603026.pdf,True,28,5af7909cae82cf2cf9462beedf2c6ecdbea75048f196d7889233987d590df62d,1996-03-30,1996-03-30,"The coupled cluster or exp S form of the eigenvalue problem for lattice Hamiltonian QCD (without quarks) is investigated. A new construction prescription is given for the calculation of the relevant coupled cluster matrix elements with respect to an orthogonal and independent loop space basis. The method avoids the explicit introduction of gauge group coupling coefficients by mapping the eigenvalue problem onto a suitable set of character functions, which allows a simplified procedure. Using appropriate group theoretical methods, we show that it is possible to set up the eigenvalue problem for eigenstates having arbitrary lattice momentum and lattice angular momentum."
core,strong_coupling,1985,Effective transfer matrix for low-lying glueball states in lattice gauge theory,Gernot Münster,journal/proceedings record,Nuclear Physics B 256 (1985) 67-76,10.1016/0550-3213(85)90385-2,,,,2,,INSPIRE,2026-08-21,,effective transfer-matrix eigenvalues and low-lying glueball dispersion,https://doi.org/10.1016/0550-3213(85)90385-2,https://www-library.desy.de/preparch/desy/postpr/1985/desy85-007.pdf,papers/core_cited_and_canonical/08_strong_coupling_and_linked_cluster/1985_Munster_Effective-Transfer-Matrix-Glueballs.pdf,True,10,443ddb7501b80790dedbb7bedccae7f15fba6f4f624ca19f7c34b5fd3daa19cf,1985,1985,
core,strong_coupling,1983,Strong coupling and mean field methods in lattice gauge theories,Jean-Michel Drouffe; Jean-Bernard Zuber,journal/proceedings record,Physics Reports 102 (1983) 1-119,10.1016/0370-1573(83)90034-0,,,,345,,INSPIRE,2026-08-21,,"canonical review of character, graph, cluster, correlation, and spectral strong-coupling machinery",https://doi.org/10.1016/0370-1573(83)90034-0,https://www.lpthe.jussieu.fr/~zuber/MesPapiers/dz_PR83.pdf,papers/core_cited_and_canonical/08_strong_coupling_and_linked_cluster/1983_Drouffe_Drouffe-Zuber-Strong-Coupling-Review.pdf,True,119,3a66d08167ad6daa8381109f4aed1058aac7e704a90304d71246cfe224759a03,1983,1983,
emerging,rigorous_lgt,2025,Bootstrapping SU(3) Lattice Yang-Mills Theory,Yuanhong Guo; Zeyu Li; Gang Yang; Guorui Zhu,journal/proceedings record,JHEP 12 (2025) 033,10.1007/JHEP12(2025)033,2502.14421,2502.14421v2,hep-th,14,12,INSPIRE,2026-08-21,2892239,SU(3) lattice Yang-Mills bootstrap,https://arxiv.org/abs/2502.14421v2,https://arxiv.org/pdf/2502.14421v2,papers/emerging_peer_reviewed_and_direct/04_rigorous_lattice_yang_mills/2025_Guo_2502.14421.pdf,True,55,a4d951360317dbf7a07b0c608c16818078661c4c6a9221babbed01519414794d,2025-02-20,2025-12-05,"We apply the positivity bootstrap approach to SU(3) lattice Yang-Mills (YM) theory, extending previous studies of large N and SU(2) theories by incorporating multiple-trace Wilson loop operators. By utilizing Hermitian and reflection positivity conditions, alongside Schwinger-Dyson (SD) loop equations, we compute rigorous bounds for the expectation values of plaquette Wilson loops in 2D, 3D, and 4D YM theories. Our results exhibit clear convergence and are consistent with known analytic or numerical results. To enhance the approach, we introduce a novel twist-reflection positivity condition, which we prove to be exact in 2D YM theory. Additionally, we propose a dimensional-reduction truncation, where Wilson loop operators are effectively restricted to a lower-dimensional subplane, significantly simplifying computations. SD equations for double-trace Wilson loops are also derived in detail. Our findings suggest that the positivity bootstrap method is broadly applicable to higher-rank gauge theories beyond single-trace cases, providing a solid foundation for further non-perturbative investigations of gauge theories using positivity-based methods."
emerging,spectrum,2025,Update on Glueballs,Colin Morningstar,journal/proceedings record,PoS(LATTICE2024)004,10.22323/1.466.0004,2502.02547,2502.02547v1,hep-lat,17,16,INSPIRE,2026-08-21,2875211,modern peer-reviewed-proceedings review of glueball spectroscopy,https://arxiv.org/abs/2502.02547v1,https://arxiv.org/pdf/2502.02547v1,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2025_Morningstar_2502.02547.pdf,True,12,d92dd37e51bc2b1f652e6d56dd0736e1f6f914a5f303c6076a8a751598b08c7b,2025-02-04,2025-02-04,"The recent BESIII announcement of a pseudoscalar glueball candidate makes an update on glueballs from lattice QCD timely. A brief review of how glueballs are studied in lattice QCD is given, and the reasons that glueballs are difficult to study both in lattice QCD with dynamical quarks and in experiments are outlined. Recent glueball studies in lattice QCD are then presented, and an exploratory investigation of the scalar glueball using glueball, meson, and meson-meson operators is summarized, suggesting that no scalar state below 2 GeV or so can be considered to be predominantly a glueball state."
emerging,rigorous_lgt,2025,Villain action in lattice gauge theory,Ilya Chevyrev; Christophe Garban,journal/proceedings record,Journal of Statistical Physics 192 (2025) 38,10.1007/s10955-025-03420-1,,,,2,,Springer,2026-08-21,,modern rigorous Wilson/Manton-to-Villain limit for compact gauge groups,https://doi.org/10.1007/s10955-025-03420-1,https://link.springer.com/content/pdf/10.1007/s10955-025-03420-1.pdf,papers/emerging_peer_reviewed_and_direct/04_rigorous_lattice_yang_mills/2025_Chevyrev_Villain-Action-Lattice-Gauge-Theory.pdf,True,15,ed7ae85242a672863c4f2d691f4b879d74b4a0e84d817d80d1a42c4adc065608,2025,2025,
emerging,spectrum,2024,Exponential Error Reduction for Glueball Calculations Using a Two-Level Algorithm in Pure Gauge Theory,Lorenzo Barca; Francesco Knechtli; Sofie Martins; Michael Peardon; Stefan Schaefer; Juan Andrés Urrea-Niño,journal/proceedings record,Phys.Rev.D 110 (2024) 054515,10.1103/PhysRevD.110.054515,2406.12656,2406.12656v1,hep-lat,14,5,INSPIRE,2026-08-21,2799626,two-level exponential error reduction with a glueball variational basis,https://arxiv.org/abs/2406.12656v1,https://arxiv.org/pdf/2406.12656v1,papers/emerging_peer_reviewed_and_direct/01_glueball_spectrum/2024_Barca_2406.12656.pdf,True,12,161eefc79e020596ba70483c0f3375ac630b93e2e56cde54c786241affa27846,2024-06-18,2024-06-18,"This study explores the application of a two-level algorithm to enhance the signal-to-noise ratio of glueball calculations in four-dimensional $\mathrm{SU(3)}$ pure gauge theory. Our findings demonstrate that the statistical errors exhibit an exponential reduction, enabling reliable extraction of effective masses at distances where current standard methods would demand exponentially more samples. However, at shorter distances, standard methods prove more efficient due to a saturation of the variance reduction using the multi-level method. We discuss the physical distance at which the multi-level sampling is expected to outperform the standard algorithm, supported by numerical evidence across different lattice spacings and glueball channels. Additionally, we construct a variational basis comprising 35 Wilson loops up to length 12 and 5 smearing sizes each, presenting results for the first state in the spectrum for the scalar, pseudoscalar, and tensor channels."
emerging,spectral_methods,2024,"Lanczos, the transfer matrix, and the signal-to-noise problem",Michael L. Wagman,journal/proceedings record,Phys.Rev.Lett. 134 (2025) 241901,10.1103/pcvc-734h,2406.20009,2406.20009v4,hep-lat,43,32,INSPIRE,2026-08-21,2803123,transfer-matrix Lanczos extraction with two-sided error bounds,https://arxiv.org/abs/2406.20009v4,https://arxiv.org/pdf/2406.20009v4,papers/emerging_peer_reviewed_and_direct/03_spectral_extraction_and_operator_overlap/2024_Wagman_2406.20009.pdf,True,22,88f42ba969fa2a72c36d0fbc8167241e87e0ef15418b0e60da2bf6485bbcd4c4,2024-06-28,2025-05-07,"This work introduces a method for determining the energy spectrum of lattice quantum chromodynamics (LQCD) by applying the Lanczos algorithm to the transfer matrix and using a bootstrap generalization of the Cullum-Willoughby method to filter out spurious eigenvalues. Proof-of-principle analyses of the simple harmonic oscillator and the LQCD proton mass demonstrate that this method provides faster ground-state convergence than the ""effective mass,"" which is related to the power-iteration algorithm. Lanczos provides more accurate energy estimates than multi-state fits to correlation functions with small imaginary times while achieving comparable statistical precision. Two-sided error bounds are computed for Lanczos results and guarantee that excited-state effects cannot shift Lanczos results far outside their statistical uncertainties."
emerging,rigorous_lgt,2024,Langevin dynamics of lattice Yang-Mills-Higgs and applications,Hao Shen; Rongchan Zhu; Xiangchan Zhu,journal/proceedings record,Commun.Math.Phys. 407 (2026) 27,10.1007/s00220-025-05528-7,2401.13299,2401.13299v3,math.PR,13,9,INSPIRE,2026-08-21,2751113,strong-coupling mass gap and exponential ergodicity with Higgs matter,https://arxiv.org/abs/2401.13299v3,https://arxiv.org/pdf/2401.13299v3,papers/emerging_peer_reviewed_and_direct/04_rigorous_lattice_yang_mills/2024_Shen_2401.13299.pdf,True,60,49b5928d2150b203a94c4b1dc6535300ab08ef90d4c38a1ad2e904ae9c73c8d2,2024-01-24,2025-12-19,"In this paper, we investigate the Langevin dynamics of various lattice formulations of the Yang--Mills--Higgs model, with an inverse Yang--Mills coupling $β$ and a Higgs parameter $κ$. The Higgs component is either a bounded field taking values in a compact target space, or an unbounded field taking values in a vector space in which case the model also has a Higgs mass parameter $m$. We study the regime where $(β,κ)$ are small in the first case or $(β,κ/m)$ are small in the second case. We prove the exponential ergodicity of the dynamics on the whole lattice via functional inequalities. We establish exponential decay of correlations for a broad class of observables, namely, the infinite volume measure exhibits a strictly positive mass gap. Moreover, when the target space of the Higgs field is compact, appropriately rescaled observables exhibit factorized correlations in the large $N$ limit. These extend the earlier results \cite{SZZ22} on pure lattice Yang--Mills to the case with a coupled Higgs field. Unlike pure lattice Yang--Mills where the field is always bounded, in the case where the coupled Higgs component is unbounded, the control of its behavior is much harder and requires new techniques. Our approach involves a disintegration argument and a delicate analysis of correlations to effectively control the unbounded Higgs component."
